health_index,rul_hours,degradation_rate,anomaly_severity,egt_deviation,cht_deviation,oil_pressure_deviation,vibration_deviation,mission_duration,mission_altitude,engine_load,label
28.31,453.6,0.0124,0.048,41.0,21.5,-14.3,1.78,100.8,101.0,76.6,2
98.36,1774.3,0.0116,0.0,-0.2,2.4,-0.9,0.193,37.6,9628.0,72.8,1
100.0,1540.9,0.0238,0.0,2.2,3.5,-3.3,0.0,236.8,5897.0,99.0,1
55.29,865.9,0.0418,0.018,16.1,12.7,-7.8,0.759,232.0,2351.0,47.3,1
72.24,1386.3,0.0239,0.03,15.0,7.2,-4.9,0.63,39.0,13097.0,77.2,2
68.37,878.5,0.0033,0.166,16.5,11.8,-7.6,0.637,198.4,3253.0,66.7,2
52.33,755.4,0.0279,0.089,22.1,13.8,-7.8,1.943,280.6,286.0,92.8,2
90.04,1438.9,0.0593,0.0,7.9,4.5,-4.7,0.65,206.5,78.0,53.7,1
100.0,1515.1,0.0182,0.0,-7.9,3.9,2.9,0.489,267.2,7026.0,54.4,0
80.41,1429.0,0.0064,0.208,22.1,5.6,-3.2,0.485,52.7,6820.0,56.8,0
11.51,364.5,0.0028,0.15,46.6,31.0,-17.5,2.406,240.6,9418.0,71.7,2
98.97,1795.2,0.0098,0.0,4.5,-1.7,-3.7,0.323,97.4,13716.0,79.8,1
100.0,1954.9,0.0145,0.0,-10.5,-0.5,-3.7,0.0,53.4,367.0,98.7,1
72.3,1298.0,0.0089,0.19,5.5,4.2,-4.0,0.559,85.3,12420.0,62.0,1
10.78,297.6,0.0217,0.113,47.9,32.4,-17.5,2.148,140.0,8084.0,61.1,2
82.68,1802.0,0.0416,0.053,5.2,3.0,-1.2,0.0,44.1,3806.0,41.5,0
85.46,1378.1,0.0384,0.068,6.8,-2.0,-3.8,0.0,220.9,1949.0,89.1,1
100.0,1872.1,0.0163,0.0,-2.5,1.0,0.7,0.576,246.0,5023.0,85.4,1
62.9,1060.5,0.061,0.425,15.7,9.2,-6.6,0.459,247.9,4500.0,50.9,1
81.89,1824.4,0.0094,0.082,8.9,5.5,-5.1,1.211,34.0,11707.0,86.9,1
52.81,1143.9,0.0053,0.116,28.9,12.7,-11.5,1.017,176.5,12248.0,86.9,2
43.09,564.8,0.0048,0.249,36.1,18.6,-8.1,1.436,139.5,3406.0,45.4,2
49.25,1134.9,0.0014,0.065,20.9,13.4,-12.7,1.449,222.6,3500.0,48.0,2
16.09,0.0,0.0241,0.074,35.1,24.9,-17.1,1.543,242.3,5277.0,85.2,3
20.42,390.6,0.0448,0.027,42.2,22.8,-14.2,1.866,177.9,2054.0,97.7,2
100.0,1797.0,0.0739,0.0,-7.2,1.9,-1.8,1.174,272.3,5766.0,98.4,2
99.61,2212.8,0.0351,0.0,9.7,-5.4,-3.0,0.164,89.4,12004.0,98.0,1
100.0,2044.0,0.0307,0.0,-4.3,3.2,0.9,0.294,224.2,5728.0,72.2,1
87.42,1595.9,0.0169,0.009,1.8,5.8,-2.2,0.0,118.4,2402.0,44.0,0
82.46,1413.3,0.0193,0.028,14.7,7.7,-3.3,0.814,227.2,14458.0,79.9,1
86.53,1546.6,0.0066,0.058,16.8,8.9,-4.7,0.625,96.7,14963.0,88.3,1
71.24,1184.7,0.0212,0.024,24.3,12.1,-5.0,0.913,152.3,13225.0,54.5,1
100.0,1947.3,0.0198,0.0,2.3,3.0,-0.0,0.0,206.5,14801.0,75.1,1
72.96,1263.5,0.0227,0.173,13.1,13.2,-5.5,0.709,293.6,9040.0,41.0,1
73.9,1341.1,0.0281,0.009,18.3,9.2,-1.1,0.436,102.9,6396.0,54.8,1
100.0,1857.6,0.01,0.0,3.8,-1.5,-0.6,0.0,175.3,2866.0,48.2,0
73.49,913.5,0.038,0.384,14.0,5.2,-4.5,0.629,190.4,14197.0,85.8,2
72.86,1382.0,0.0044,0.015,25.7,10.4,-3.0,0.536,231.9,12370.0,52.0,1
100.0,1674.6,0.0347,0.0,1.5,0.6,-1.4,0.202,298.6,1245.0,63.8,0
100.0,1571.1,0.0114,0.0,-0.8,-6.4,1.6,0.0,255.0,5921.0,65.2,0
71.64,1673.8,0.0011,0.058,23.4,5.8,-5.0,0.979,106.5,2441.0,91.0,2
100.0,1835.4,0.0203,0.0,2.0,2.0,2.3,0.0,196.1,13202.0,47.9,0
70.12,1117.7,0.0167,0.012,17.1,12.0,-2.4,0.893,258.1,5844.0,68.0,2
44.62,764.0,0.0309,0.126,36.4,22.1,-11.7,2.447,55.7,1997.0,74.6,2
73.01,1312.7,0.0199,0.192,11.4,6.4,-7.6,0.309,94.9,7201.0,40.4,1
46.56,1156.9,0.077,0.017,33.7,22.1,-7.8,1.212,273.4,6709.0,86.9,2
84.26,1529.7,0.0296,0.188,9.4,6.9,-2.9,0.955,296.7,2199.0,53.6,0
81.28,1057.4,0.0065,0.049,11.0,7.7,-3.8,0.018,297.6,2248.0,50.4,0
86.98,1457.0,0.0426,0.019,5.4,5.7,-2.8,0.0,204.7,7208.0,98.3,1
81.49,1710.4,0.0075,0.069,12.1,7.9,-0.5,0.291,159.1,8502.0,45.1,0
95.0,1840.5,0.0194,0.0,3.5,0.3,-2.1,0.0,240.0,8942.0,52.6,0
80.97,1507.0,0.0873,0.111,5.0,10.3,-4.7,0.88,67.0,8845.0,93.9,2
71.38,1216.8,0.0019,0.048,16.9,7.3,-7.8,0.017,122.7,13135.0,72.0,2
84.66,1003.6,0.016,0.209,5.1,5.4,-0.7,0.052,111.7,4885.0,95.0,1
92.53,1755.4,0.1129,0.0,7.3,2.6,-0.8,0.776,279.5,9587.0,83.7,2
10.36,144.1,0.0344,0.005,49.7,26.2,-17.0,1.998,57.7,3605.0,70.5,2
57.87,1153.2,0.0448,0.228,29.6,15.9,-10.7,1.016,70.5,10797.0,82.5,2
54.99,727.2,0.0633,0.157,24.1,10.8,-5.9,1.215,48.7,11203.0,47.3,1
84.09,1604.2,0.0353,0.031,6.8,3.9,1.5,0.554,45.7,14695.0,66.9,0
73.6,1550.9,0.0414,0.321,10.8,2.7,-3.9,0.533,233.2,12551.0,77.2,2
86.76,1303.5,0.0053,0.214,15.0,1.4,-5.0,0.124,218.3,13573.0,59.6,0
73.74,1099.0,0.01,0.133,8.3,2.1,-3.3,0.377,108.7,1813.0,46.4,1
33.22,732.5,0.0185,0.051,32.4,15.6,-13.8,1.721,177.8,12597.0,47.8,2
100.0,1713.2,0.0094,0.0,-0.7,3.5,0.8,0.354,154.4,1196.0,58.1,0
100.0,1905.2,0.0112,0.0,1.3,-2.0,-1.1,0.229,206.4,13229.0,79.2,1
47.09,1094.0,0.0068,0.15,36.0,14.0,-7.0,1.219,163.0,1296.0,69.0,2
100.0,1704.4,0.0015,0.0,-1.8,2.9,-1.3,0.0,247.5,6790.0,69.5,0
53.23,646.2,0.0008,0.1,30.5,15.6,-9.4,1.431,238.4,5895.0,68.0,2
100.0,1928.8,0.017,0.0,4.5,2.6,0.5,0.0,202.5,819.0,70.2,0
61.7,1023.3,0.0065,0.028,22.9,11.2,-6.9,1.526,68.3,14486.0,81.5,2
87.94,1297.1,0.0342,0.008,8.6,1.4,-1.0,0.225,230.8,7451.0,55.5,0
11.81,245.8,0.0136,0.285,52.6,27.0,-14.0,2.327,260.6,9799.0,76.1,2
66.08,1191.5,0.0415,0.14,28.4,8.9,-3.8,0.781,165.1,6386.0,65.8,2
58.36,1171.7,0.0249,0.051,22.8,10.4,-8.1,1.014,106.1,3419.0,93.2,2
61.1,1095.9,0.003,0.053,30.8,11.0,-4.6,0.305,260.8,4885.0,80.8,2
44.98,800.0,0.0131,0.008,30.1,10.9,-10.8,1.874,223.0,5476.0,78.8,2
61.71,1263.7,0.0382,0.013,18.0,9.2,-6.0,1.752,153.2,9178.0,73.4,2
100.0,1791.6,0.03,0.0,-2.5,1.9,-0.6,0.0,126.7,7149.0,88.2,1
88.44,1303.1,0.0136,0.127,5.6,6.9,-0.8,0.201,43.5,2041.0,93.5,1
85.01,1377.4,0.0278,0.046,14.8,2.3,-0.9,0.737,101.1,1854.0,67.3,0
46.49,715.0,0.0493,0.044,36.2,13.0,-9.4,1.881,220.7,6390.0,54.1,2
82.99,1642.7,0.0236,0.127,14.5,4.0,-3.5,1.381,88.4,11444.0,56.3,0
37.98,668.0,0.003,0.098,26.3,18.8,-9.8,1.211,171.8,11711.0,68.4,2
69.15,1428.8,0.0029,0.146,20.3,5.1,-6.9,0.466,119.1,12407.0,80.0,2
97.67,1958.2,0.0573,0.0,2.3,-2.2,-1.5,0.0,110.8,10219.0,90.5,2
68.92,847.0,0.0056,0.223,19.2,9.4,-6.1,0.773,241.5,4624.0,87.2,2
89.83,1481.5,0.0534,0.058,4.8,4.6,-1.9,0.721,208.1,12227.0,46.2,1
100.0,1517.3,0.0043,0.0,7.7,1.3,3.8,0.887,117.1,2091.0,83.6,1
61.28,1645.2,0.0021,0.027,14.2,12.4,-9.3,1.348,204.8,5920.0,94.4,2
29.25,523.2,0.0185,0.144,45.8,22.4,-11.1,1.644,259.9,1442.0,87.1,2
57.25,1294.5,0.0004,0.209,24.8,18.2,-10.8,1.012,203.2,1109.0,78.3,2
100.0,1794.0,0.0146,0.0,0.6,1.8,0.6,0.271,149.9,11220.0,51.9,0
77.42,1613.0,0.007,0.175,10.3,13.6,-1.2,0.635,238.8,1203.0,89.4,1
100.0,1879.2,0.0189,0.0,0.8,-1.5,0.3,0.972,291.7,11073.0,57.3,0
92.43,1519.2,0.0063,0.0,3.2,-0.2,0.3,0.0,86.0,6254.0,55.3,0
94.15,1560.3,0.0168,0.0,4.7,6.4,0.8,0.61,251.8,12539.0,46.1,0
70.96,1417.2,0.0049,0.093,12.0,6.8,-2.4,1.109,33.6,8887.0,74.6,2
100.0,1927.8,0.0067,0.0,-5.5,-0.0,2.8,0.0,141.9,2744.0,46.7,0
76.18,1101.1,0.0638,0.184,5.3,4.3,-3.9,0.0,33.3,7153.0,41.3,1
52.58,882.2,0.0052,0.258,25.5,16.7,-8.3,0.298,79.5,11918.0,93.0,2
88.15,1476.7,0.0184,0.008,10.0,0.8,-1.1,0.0,131.1,10146.0,99.0,1
74.69,1457.7,0.0966,0.031,16.3,11.5,-7.0,0.64,296.1,9128.0,96.7,2
98.4,1792.8,0.0027,0.0,-4.0,0.4,-1.1,0.0,274.6,2481.0,51.0,0
80.36,1373.5,0.0177,0.096,15.5,8.1,-5.1,0.832,175.6,1941.0,90.2,1
71.67,1419.3,0.0353,0.012,19.3,8.7,-6.3,0.829,157.2,1410.0,96.5,2
41.76,951.6,0.0832,0.044,28.4,16.2,-11.1,1.838,80.7,7329.0,62.0,2
41.4,681.4,0.0109,0.001,34.1,15.8,-9.4,1.266,59.4,1276.0,59.6,2
51.47,1180.6,0.0121,0.032,29.7,13.1,-8.2,1.287,96.7,10993.0,69.2,2
52.89,778.7,0.0304,0.123,19.4,11.1,-12.8,1.633,37.6,10257.0,72.3,2
100.0,1492.1,0.0021,0.0,-7.8,2.8,-0.2,0.0,278.8,5552.0,81.4,1
88.24,1466.4,0.0105,0.076,6.9,5.3,-0.9,0.0,208.7,7205.0,80.9,1
52.89,1349.9,0.0083,0.026,26.5,15.2,-5.5,1.057,157.0,9515.0,49.4,1
100.0,1772.4,0.0083,0.0,-0.0,-1.6,-0.6,0.074,141.7,12224.0,59.3,0
55.33,1042.8,0.0602,0.111,26.7,8.8,-9.8,1.018,251.1,14332.0,47.3,1
100.0,1653.0,0.0162,0.0,1.1,-0.2,-1.0,0.0,220.2,8343.0,88.0,1
18.92,531.7,0.0103,0.251,49.6,26.0,-14.4,1.173,246.2,13859.0,85.6,2
100.0,2198.9,0.0092,0.0,-2.7,3.6,-1.2,0.0,226.0,337.0,71.1,0
74.65,1025.2,0.0389,0.207,13.3,5.0,-2.5,0.719,261.4,12995.0,79.3,2
80.08,1335.7,0.043,0.028,8.2,1.0,-7.3,0.0,220.2,6154.0,54.6,0
100.0,1892.7,0.0187,0.0,6.1,4.8,-2.5,0.242,145.0,14838.0,95.5,1
64.04,1068.2,0.0478,0.21,7.8,10.8,-9.0,0.829,104.0,13266.0,91.7,2
75.3,1524.9,0.0612,0.02,8.6,9.2,-7.5,0.889,73.7,7640.0,42.9,1
100.0,1635.8,0.0377,0.0,1.5,-0.9,1.4,0.165,282.2,817.0,92.9,1
54.72,814.5,0.0051,0.044,13.8,11.2,-9.3,0.413,49.5,13022.0,53.9,1
67.69,942.7,0.0267,0.238,25.1,14.9,-6.8,0.247,109.4,1964.0,57.3,1
100.0,1394.6,0.0435,0.0,-1.1,1.6,1.6,0.368,111.9,8053.0,90.2,1
100.0,1625.7,0.0057,0.0,-3.8,-1.1,-0.4,0.0,52.6,10314.0,90.4,1
100.0,1781.2,0.0275,0.0,2.1,-7.4,-0.7,0.0,161.9,9000.0,52.6,0
85.5,1618.8,0.0063,0.017,6.8,-3.0,-4.8,0.0,220.6,11066.0,52.6,0
61.41,1239.6,0.0189,0.035,26.8,18.4,-5.6,1.201,262.3,8349.0,78.8,2
100.0,1885.3,0.0435,0.0,-4.6,1.9,-1.3,0.07,177.4,13767.0,71.1,0
90.88,1608.8,0.0184,0.0,8.3,6.7,-0.3,0.494,111.7,8232.0,95.3,1
69.1,1333.9,0.0536,0.048,18.0,9.7,-6.5,1.729,278.3,2211.0,56.6,1
87.19,1454.1,0.0196,0.164,7.6,8.5,-1.1,0.832,218.6,11786.0,81.7,1
85.46,1561.9,0.0054,0.28,6.7,1.9,-4.2,0.216,170.3,6302.0,97.3,1
100.0,1601.2,0.0071,0.0,2.6,-2.3,-3.1,0.0,89.0,13907.0,73.7,1
49.02,958.3,0.0054,0.075,25.6,16.8,-10.2,1.234,151.7,4433.0,72.3,2
65.15,1148.8,0.0316,0.02,18.8,7.8,-6.1,1.206,70.6,29.0,60.1,1
74.23,896.8,0.0494,0.097,2.4,4.4,-5.2,0.0,122.0,1268.0,87.6,2
49.13,966.6,0.0093,0.072,29.7,15.1,-7.5,1.341,78.7,305.0,58.7,2
82.63,1754.5,0.0469,0.193,9.6,4.8,-3.7,0.077,247.7,1772.0,51.1,0
100.0,1877.6,0.0545,0.0,0.1,-3.0,-0.7,0.0,150.3,13517.0,67.0,2
28.04,475.6,0.0067,0.001,39.1,26.9,-10.0,2.265,172.7,8510.0,81.4,2
100.0,1617.9,0.0052,0.0,-4.5,-3.8,0.7,0.077,154.6,14600.0,74.7,1
77.83,1320.8,0.013,0.116,9.2,8.2,-5.3,0.71,62.5,1334.0,41.4,0
18.29,234.0,0.0012,0.094,50.7,23.3,-18.9,2.215,157.8,12385.0,47.2,2
71.75,1432.0,0.0116,0.135,15.3,7.0,-5.7,1.02,146.6,3843.0,69.5,2
99.4,1725.2,0.046,0.0,4.4,-0.1,-1.7,0.434,47.5,12607.0,89.7,1
53.16,1550.1,0.0248,0.134,34.3,13.7,-8.0,1.335,214.2,5428.0,52.7,1
31.47,883.2,0.0174,0.026,35.1,27.3,-13.8,1.354,285.7,5510.0,92.3,2
48.03,842.4,0.0008,0.121,38.7,10.1,-7.4,0.781,198.0,10229.0,68.7,2
46.34,358.5,0.0641,0.171,29.2,13.0,-7.3,1.284,215.1,10055.0,88.6,2
68.44,1273.9,0.0061,0.122,18.2,8.4,-4.7,1.239,46.3,13055.0,90.3,2
30.85,748.3,0.0123,0.008,45.2,21.3,-12.5,1.679,261.9,5090.0,43.4,2
14.74,442.2,0.0014,0.019,51.0,25.7,-16.9,1.551,171.8,9005.0,48.0,2
92.73,1683.7,0.0048,0.0,7.5,0.0,-4.7,0.0,194.4,3920.0,45.1,0
61.12,1197.2,0.0059,0.061,15.6,5.7,-2.5,1.039,221.4,4010.0,51.8,1
100.0,1760.1,0.0038,0.0,5.9,1.6,-4.3,0.0,68.4,1811.0,59.1,0
55.05,863.4,0.0031,0.013,28.7,15.1,-6.8,1.089,60.8,11412.0,77.9,2
79.01,1517.6,0.0207,0.003,13.3,8.4,-5.3,1.116,183.8,8735.0,83.0,1
75.0,1218.1,0.0087,0.108,14.1,13.4,-2.9,0.511,113.7,8347.0,82.7,1
42.98,900.9,0.0301,0.134,36.9,18.0,-14.9,0.534,31.0,1528.0,87.2,2
100.0,2027.0,0.0006,0.0,2.2,0.6,-2.9,0.373,110.1,6801.0,68.5,0
100.0,2059.5,0.0362,0.0,5.1,-4.8,0.8,0.323,191.4,6812.0,50.3,0
25.16,564.6,0.0321,0.173,48.9,19.8,-10.5,2.278,157.1,10646.0,54.3,2
88.57,1662.5,0.0205,0.034,4.3,7.1,1.4,0.0,70.9,3085.0,87.3,1
39.42,882.6,0.0096,0.028,28.3,20.6,-11.7,1.965,34.1,8462.0,79.4,2
47.77,1219.5,0.001,0.098,26.7,15.7,-7.4,0.859,236.7,11854.0,50.5,2
100.0,2118.0,0.0303,0.0,7.2,3.8,1.4,0.388,203.9,55.0,44.8,0
96.79,1877.6,0.0057,0.0,1.5,1.6,-0.8,0.061,213.8,3740.0,86.0,1
62.41,1272.1,0.008,0.016,25.2,12.0,-7.8,0.467,51.9,1212.0,43.1,1
87.11,1572.5,0.0219,0.043,13.3,1.4,-2.1,0.824,94.4,459.0,58.5,0
39.81,1065.0,0.0013,0.248,26.0,14.6,-10.9,2.451,237.5,4462.0,58.5,2
100.0,1711.7,0.0339,0.0,-2.0,-2.1,-0.2,0.0,136.0,12363.0,42.6,0
62.04,971.9,0.0025,0.06,18.3,10.1,-10.1,0.998,177.4,8884.0,48.2,1
56.78,1030.2,0.0048,0.109,19.3,7.8,-5.5,1.729,282.8,8842.0,59.1,1
92.21,1495.3,0.0375,0.0,3.4,2.6,-0.7,0.194,261.2,893.0,90.7,1
74.87,1304.2,0.0152,0.072,8.8,14.9,-7.8,0.764,45.0,14740.0,92.9,2
100.0,1847.9,0.014,0.0,5.2,4.6,0.0,0.199,288.9,10737.0,87.1,1
17.68,289.6,0.0029,0.236,40.3,28.2,-12.1,1.748,110.3,5951.0,73.0,2
64.0,1076.3,0.0077,0.202,17.3,11.2,-3.4,0.303,33.5,11321.0,50.8,1
86.35,1530.9,0.0307,0.391,8.0,8.5,-5.1,0.0,278.6,13845.0,84.5,1
89.56,1425.7,0.0608,0.1,2.5,5.5,-2.3,0.491,46.2,11708.0,55.0,1
72.34,1055.5,0.0076,0.008,12.6,6.8,-3.4,1.547,256.4,569.0,56.9,1
79.17,1160.1,0.0254,0.189,11.7,4.4,-5.2,0.505,260.5,2232.0,56.9,0
48.92,720.2,0.0146,0.046,28.5,17.9,-12.3,1.654,191.0,4803.0,91.7,2
37.92,800.7,0.0124,0.338,30.8,17.5,-12.6,1.585,274.6,11457.0,84.2,2
100.0,1886.2,0.0332,0.0,-3.0,-7.9,1.2,0.398,122.2,6366.0,61.9,0
95.56,2014.4,0.0069,0.0,9.2,5.4,-3.2,0.471,270.8,6662.0,46.1,0
100.0,1691.2,0.0525,0.0,-7.2,1.4,-1.5,0.0,248.8,12917.0,87.1,2
66.63,1329.1,0.0122,0.215,17.7,8.2,-4.9,0.528,296.2,3970.0,94.7,2
95.32,1917.1,0.0087,0.0,2.8,-0.4,-2.6,0.0,280.4,202.0,53.1,0
100.0,1818.9,0.0126,0.0,-1.3,-2.4,0.9,0.264,126.9,6293.0,69.0,0
96.94,1523.0,0.0125,0.0,7.7,-5.6,-0.7,0.15,171.9,14296.0,62.0,0
62.38,1299.2,0.0293,0.01,16.6,11.0,-2.5,0.562,274.5,7548.0,90.9,2
63.72,1336.8,0.0158,0.054,18.3,10.7,-7.2,1.92,192.2,5079.0,75.6,2
97.2,1521.4,0.0109,0.0,1.9,2.1,0.4,0.06,285.7,11873.0,61.3,0
55.33,797.5,0.002,0.052,14.5,12.0,-5.0,1.037,169.8,11356.0,44.6,1
45.09,897.4,0.0344,0.165,26.4,21.1,-11.3,1.022,44.8,12653.0,53.5,2
100.0,1971.1,0.0042,0.0,-8.5,0.7,-1.0,1.005,135.5,13196.0,46.6,0
88.0,1735.6,0.0142,0.013,5.2,1.6,-1.5,0.376,203.3,10973.0,64.2,0
43.78,1066.9,0.013,0.038,32.2,17.3,-8.6,0.336,43.7,9405.0,72.1,2
79.27,939.3,0.0012,0.075,16.9,6.4,-6.3,1.0,251.1,14579.0,69.4,0
63.6,1085.2,0.0016,0.127,24.6,5.6,-4.3,0.998,211.9,751.0,80.9,2
31.05,382.7,0.0108,0.006,29.8,24.4,-15.0,1.703,244.2,13154.0,42.6,2
71.28,1319.1,0.0026,0.141,19.1,15.4,-4.6,1.292,284.0,6338.0,95.0,2
46.13,727.8,0.0256,0.036,36.3,16.1,-8.6,1.618,192.6,14020.0,54.4,2
75.42,1336.8,0.0199,0.163,14.2,13.6,-4.0,1.131,103.7,4095.0,59.5,0
100.0,1747.2,0.0241,0.0,-0.0,-1.2,2.4,0.943,267.7,4625.0,79.7,1
83.26,1323.0,0.0088,0.015,11.2,-0.4,-3.9,0.05,232.6,4299.0,59.6,0
65.12,1330.4,0.0349,0.105,10.6,11.9,-4.1,1.49,248.6,799.0,90.2,2
42.3,697.4,0.0126,0.026,25.0,19.2,-6.5,2.358,129.6,11902.0,41.8,2
100.0,1338.5,0.0043,0.0,6.3,1.1,-1.1,0.033,95.6,7244.0,60.9,0
100.0,1659.8,0.0353,0.0,-3.2,-2.7,-1.2,0.0,265.0,8441.0,41.1,0
55.65,871.3,0.0454,0.363,29.3,10.6,-9.0,0.727,226.5,5237.0,82.3,2
90.61,1862.7,0.0697,0.0,0.4,2.7,-3.0,0.0,155.2,3983.0,89.8,2
91.29,1652.6,0.015,0.0,7.0,2.1,-0.2,0.2,186.5,5730.0,80.2,1
54.1,890.0,0.0003,0.066,18.2,13.7,-9.4,1.998,169.8,14034.0,81.3,2
40.42,1133.0,0.0392,0.191,35.5,18.7,-8.3,1.988,230.3,4378.0,75.2,2
76.92,1455.3,0.0577,0.033,13.6,5.0,-3.5,0.0,235.5,4232.0,56.2,1
79.38,1469.0,0.0104,0.13,10.3,3.2,-2.9,1.495,188.3,3124.0,95.4,1
100.0,1607.9,0.0299,0.0,-1.8,-3.8,-2.6,0.284,120.8,3891.0,81.3,1
12.48,0.0,0.0123,0.044,45.9,25.7,-14.8,2.917,41.4,5038.0,99.2,3
100.0,2176.8,0.0266,0.0,-2.5,0.8,1.2,0.0,221.2,5738.0,56.0,0
50.7,564.3,0.0241,0.079,18.1,13.0,-6.3,1.499,284.9,10057.0,77.1,2
67.48,1233.6,0.0002,0.111,25.3,11.5,-5.2,0.77,201.1,642.0,66.9,2
69.75,1155.6,0.0578,0.216,15.0,14.6,-3.5,0.689,208.7,5869.0,64.0,1
100.0,1456.0,0.0342,0.0,5.2,6.6,-0.5,0.069,51.6,12428.0,77.0,1
91.98,1347.0,0.0079,0.0,8.5,3.9,1.1,0.432,175.1,1037.0,89.3,1
70.0,1247.1,0.0037,0.037,9.1,8.2,-5.5,0.807,97.8,1475.0,95.5,2
92.47,2023.1,0.0164,0.0,4.4,1.5,-1.8,0.0,125.1,4297.0,62.4,0
56.46,1028.6,0.0317,0.078,21.4,14.2,-7.0,1.571,61.0,6202.0,79.5,2
70.09,1691.9,0.0244,0.134,12.2,8.4,-4.6,0.795,213.7,6824.0,83.5,2
46.23,1268.8,0.0175,0.209,28.9,9.4,-7.0,1.385,125.5,13454.0,81.9,2
92.44,1890.9,0.0161,0.0,7.4,0.7,0.2,0.0,113.3,3084.0,60.0,0
100.0,1509.4,0.0022,0.0,-3.1,-7.4,-2.4,0.0,213.0,4237.0,41.3,0
56.64,781.0,0.0012,0.098,26.9,7.7,-8.9,2.098,245.2,4089.0,97.2,2
100.0,2106.5,0.0557,0.0,-5.3,0.8,0.7,0.241,80.0,13427.0,43.8,1
100.0,1942.1,0.0188,0.0,-3.0,-1.4,3.4,0.0,287.1,12923.0,47.9,0
87.74,1199.4,0.051,0.022,7.6,1.1,-1.8,0.287,104.5,8667.0,96.2,2
55.02,867.1,0.004,0.018,23.9,21.9,-9.1,1.82,96.5,4285.0,91.4,2
100.0,1926.7,0.0005,0.0,0.1,-1.5,1.8,0.0,104.9,14635.0,85.8,1
100.0,1893.5,0.0377,0.0,-5.7,-1.7,4.7,0.0,39.0,13601.0,95.0,1
74.35,1678.5,0.0215,0.13,18.6,12.5,-3.7,0.979,56.8,10713.0,73.2,2
53.8,1013.5,0.0686,0.222,23.8,12.2,-6.5,0.676,85.1,14235.0,46.0,1
100.0,1578.4,0.0459,0.0,1.7,-4.7,-2.6,0.0,292.8,8744.0,60.2,0
74.13,1342.4,0.0741,0.083,20.9,10.1,-5.5,0.204,215.5,10862.0,50.8,1
77.64,1578.4,0.0371,0.027,7.6,8.3,-6.2,0.86,92.6,10305.0,82.9,1
100.0,1313.2,0.0095,0.0,-4.0,-0.4,0.8,0.164,219.0,14668.0,80.4,1
100.0,1776.5,0.0247,0.0,-2.9,3.9,3.5,0.502,252.7,2662.0,76.9,1
75.0,1354.0,0.0016,0.234,14.6,2.9,-7.0,0.659,129.7,7182.0,70.0,0
27.43,0.0,0.0394,0.326,47.5,17.0,-16.1,2.195,238.7,8521.0,50.5,3
100.0,1635.6,0.0457,0.0,10.1,0.4,-0.1,0.0,116.2,14208.0,67.3,0
30.67,243.4,0.0077,0.046,41.5,19.8,-13.1,2.117,259.7,12673.0,50.3,2
71.55,1205.2,0.021,0.12,14.9,8.3,-7.0,0.0,123.9,5551.0,55.6,1
100.0,1701.3,0.0047,0.0,8.1,-3.2,0.1,0.845,296.0,8936.0,97.6,1
82.16,1518.1,0.0281,0.081,11.6,3.1,-3.6,0.502,203.1,5897.0,44.7,0
86.1,1572.1,0.0018,0.062,8.0,1.3,0.0,0.302,246.5,6206.0,41.5,0
100.0,1978.9,0.0233,0.0,4.7,0.7,-2.3,0.445,239.2,6115.0,70.4,0
93.31,1754.9,0.0058,0.0,3.6,0.9,0.4,0.0,157.2,1686.0,95.6,1
70.01,1162.1,0.0155,0.121,25.6,8.2,-5.0,0.004,108.1,7732.0,94.2,2
78.16,1228.5,0.0278,0.048,17.7,9.4,-4.2,0.0,191.8,3512.0,90.4,1
48.57,1084.0,0.0156,0.078,30.9,14.9,-9.4,1.514,275.3,1934.0,62.1,2
80.74,1183.9,0.0597,0.079,6.4,3.5,-2.0,0.667,73.6,13702.0,60.9,1
89.71,1563.5,0.0112,0.075,3.1,-1.1,-1.6,0.761,193.4,4618.0,61.0,0
80.01,1635.5,0.0025,0.044,15.6,1.9,-2.8,0.61,54.7,1833.0,41.1,0
62.89,1677.6,0.0081,0.078,17.8,8.3,-7.1,0.985,132.1,13884.0,93.8,2
12.93,52.7,0.0375,0.048,43.6,28.3,-16.9,2.059,295.5,8105.0,98.1,2
65.67,1311.2,0.0099,0.019,16.6,15.0,-4.8,0.98,152.9,13142.0,50.8,1
87.87,1341.8,0.0207,0.454,9.5,5.4,0.4,0.136,75.2,11954.0,95.1,1
100.0,1785.1,0.008,0.0,-0.0,0.8,2.0,0.96,85.3,9248.0,96.2,1
76.77,1357.5,0.0311,0.135,15.9,7.2,-4.7,0.644,37.8,2769.0,80.3,1
45.35,908.7,0.0325,0.015,33.2,18.3,-5.9,1.249,182.0,6466.0,41.5,2
79.86,1635.1,0.0225,0.05,9.9,0.5,-2.4,0.0,136.7,13757.0,71.6,1
81.42,1473.0,0.0277,0.039,23.3,4.5,-5.8,0.0,172.0,2076.0,77.5,1
39.39,800.4,0.0017,0.049,35.4,10.3,-12.4,1.817,128.6,7263.0,60.3,2
57.95,1133.7,0.0036,0.033,24.2,9.2,-9.1,2.209,51.6,708.0,61.8,1
48.22,1226.4,0.0254,0.01,30.0,10.1,-7.3,0.175,60.5,1627.0,80.4,2
35.48,530.2,0.007,0.013,31.5,17.4,-10.3,1.754,93.7,2012.0,87.7,2
